datetime,division,district,upazila,temperature,humidity,rainfall,risk_level,hour,day_of_week,month,wind_speed,electricity_demand_mw,generation_capacity_mw,outage_count_last_24h,transformer_load_percent,grid_stability_score
2026-04-13 00:00:00,Sylhet,Moulvibazar,Juri,22.92013979733748,81.51554352791398,0.067963650010944,Low,-0.0,0.0,4.0,5.342345581655322,113.27930746950877,123.04063017261949,0.0,73.69199662408913,92.15985835963268
2026-04-13 00:00:00,Sylhet,Moulvibazar,Juri,23.71861990799182,84.36864140035779,0.10723204001034,Low,0.0,0.0,4.0,5.87026093911317,139.1083247002016,169.6290583036638,1.0,77.37362778331698,80.81550222643617
2026-04-13 00:00:00,Sylhet,Moulvibazar,Kamalganj,21.522733825141923,88.75425689325586,0.0,Low,0.0,-0.0,4.0,7.245097202466986,145.55411202589138,210.49761872537144,1.0,75.23974083975835,87.03938793911156
2026-04-13 00:00:00,Sylhet,Moulvibazar,Kulaura,22.08331015482961,91.62469473182328,0.2334271841458403,Low,1.0,0.0,4.0,4.305223624629798,193.99635574758125,239.55146005669832,0.0,70.70644508689878,85.32677977428672
2026-04-13 00:00:00,Sylhet,Moulvibazar,Moulvibazar Sadar,22.160556206071472,87.17327744664131,0.0,Low,-0.0,-0.0,4.0,7.764773756775781,162.46893060601914,152.92172648589462,1.0,95.7893446263576,78.46749166797701
2026-04-13 00:00:00,Sylhet,Moulvibazar,Rajnagar,21.6853074467586,88.99292691250186,0.0,Low,1.0,-0.0,4.0,3.5016065766160347,114.25301357752753,129.95430603946463,0.0,80.4337526802729,82.98665253375837
2026-04-13 00:00:00,Sylhet,Moulvibazar,Rajnagar,23.419614928338195,94.63452472208672,0.0,Low,0.0,2.0,4.0,6.038819891119188,141.93711857149466,133.79032105327002,0.0,108.81572273656656,92.86013233822634
2026-04-13 00:00:00,Sylhet,Sunamganj,Bishwambarpur,22.13086531407933,89.65339013516473,0.0,Medium,-1.0,0.0,4.0,3.813299861776836,159.50701829496856,153.16842887211035,0.0,97.15506257992868,84.50980735518398
2026-04-13 00:00:00,Sylhet,Sunamganj,Chhatak,24.76642672455538,80.01185218551547,0.0,Medium,3.0,1.0,5.0,1.874072143562584,157.7473260944418,109.51146523261258,0.0,96.237557823439,79.24783713361789
2026-04-13 00:00:00,Sylhet,Sunamganj,Derai,23.082074251757764,82.90038184062519,0.1997167152237368,Low,-0.0,0.0,4.0,5.891743773222288,155.96634041263547,177.4951438381732,1.0,71.95512237711479,93.27772800003986
2026-04-13 00:00:00,Sylhet,Sunamganj,Derai,22.49163172735137,89.47816214194303,0.0568919485422226,Low,-0.0,-0.0,4.0,2.7913885460793337,149.20261721524008,164.1800542186433,2.0,74.40165811015444,71.72891411525586
2026-04-13 00:00:00,Sylhet,Sunamganj,Sulla,21.99446585177928,91.2537082522774,0.1404596405795991,Medium,5.0,1.0,4.0,2.388471140980013,149.6871142481994,120.63288150178212,0.0,100.5448657565598,71.32850131319401
2026-04-13 00:00:00,Sylhet,Sunamganj,Tahirpur,22.394658744958708,93.394283148665,0.0964696914826061,Low,0.0,0.0,4.0,4.521980976572307,146.68722261612103,187.50351819274832,0.0,82.26795428157537,92.75564593609526
2026-04-13 00:00:00,Sylhet,Sylhet,Beanibazar,22.90314377574721,82.23269667817488,0.316973987649902,High,0.0,-0.0,4.0,8.414912258241289,219.63383537978856,70.83952195288876,4.0,99.83134094930348,64.06825794163977
2026-04-13 00:00:00,Sylhet,Sylhet,Dakshin Surma,21.78696629678283,93.04016669983628,0.5054281329349194,Low,0.0,0.0,4.0,0.0088535322208479,148.12470070610837,207.41567969903545,0.0,52.5153317606602,99.71536160959712
2026-04-13 00:00:00,Sylhet,Sylhet,Dakshin Surma,22.90122142267792,95.69686077577738,0.4788405687252639,Medium,8.0,1.0,4.0,1.6002288543340804,175.739162945288,78.22434980920026,1.0,99.56298477909183,69.29710950207273
2026-04-13 00:00:00,Sylhet,Sylhet,Fenchuganj,23.443932168867097,87.66653374160767,0.0,Medium,2.0,2.0,5.0,5.131993742876027,170.01819307747343,87.29370940829763,2.0,109.52652382875984,57.26803576486008
2026-04-13 00:00:00,Sylhet,Sylhet,Fenchuganj,21.325995960342084,88.00363348506964,0.0849286665028681,Medium,-0.0,0.0,4.0,5.35656736416506,162.02064367876986,128.4669908411069,0.0,100.87986943406388,86.68732092660295
2026-04-13 00:00:00,Sylhet,Sylhet,Gowainghat,23.87784695403026,90.31406690121004,0.038871735913667,Low,5.0,3.0,4.0,4.771410485545129,149.23199756558236,151.71654964814377,0.0,87.97904359565827,84.97646016413928
2026-04-13 00:00:00,Sylhet,Sylhet,Zakiganj,25.33780456724206,77.01351098686101,0.0089914853672578,Medium,7.0,1.0,4.0,0.9634923002130908,143.9490718189082,105.35639124366672,0.0,86.9915521405243,84.96311525895834
2026-04-13 02:00:00,Sylhet,Habiganj,Ajmiriganj,22.438745591104134,79.122840195872,0.0627106871376924,Low,1.0,0.0,4.0,4.069321479396417,164.03680404294283,194.58180156254755,1.0,69.99173106722078,76.17595620652781
2026-04-13 02:00:00,Sylhet,Habiganj,Baniachong,22.423215188771525,90.66701625514824,0.5554287406112777,Low,2.0,0.0,4.0,1.4779829230593768,142.9645021919229,171.5618802428402,0.0,63.78739549818413,100.0
2026-04-13 02:00:00,Sylhet,Habiganj,Chunarughat,22.39401111137437,90.68907912950198,0.5234023360610693,Low,2.0,-0.0,4.0,4.870844703119234,104.908905402856,90.73911316692552,0.0,93.65488600176693,80.83189871429848
2026-04-13 02:00:00,Sylhet,Habiganj,Habiganj Sadar,21.94574931152337,90.36893732356332,0.7048457050032151,Low,2.0,-0.0,4.0,1.8882482610250684,160.46118025226713,203.07905359016368,1.0,78.63664826623128,80.55219283012521
2026-04-13 02:00:00,Sylhet,Habiganj,Lakhai,21.809696079344818,90.9443800475742,0.5965956053498724,Low,3.0,0.0,4.0,6.773638752610538,132.5513589994062,64.7538610439549,1.0,101.3578035312918,67.49477983080571
2026-04-13 02:00:00,Sylhet,Habiganj,Lakhai,22.51119633894044,85.79473697660256,0.0,Medium,3.0,0.0,4.0,3.269490666782094,163.76109191502246,153.97414895223906,0.0,94.55319678618876,82.61571743797774
2026-04-13 02:00:00,Sylhet,Habiganj,Madhabpur,23.92104807890653,92.7146865203197,0.1071227409695918,Low,3.0,0.0,4.0,4.0383238378948185,183.2422880911308,196.9661934490709,0.0,94.11566393099312,79.43659377469399
2026-04-13 02:00:00,Sylhet,Habiganj,Shayestaganj,24.068496695849884,92.69262437671688,0.0,Low,2.0,-0.0,4.0,7.466339433274585,169.02193577870386,240.8929926246913,1.0,55.31830406370115,92.86739825403932
2026-04-13 02:00:00,Sylhet,Moulvibazar,Barlekha,26.69010024659093,66.55818411174901,0.1039596372483137,Medium,7.0,3.0,4.0,5.409593001194401,183.37718591423845,145.0770640835595,2.0,95.0035271945668,67.13488582452645
2026-04-13 02:00:00,Sylhet,Moulvibazar,Juri,20.9610546984448,90.29223125027872,1.0334020696454786,High,2.0,0.0,4.0,3.8420087194813255,191.42006268072043,47.5556786472239,1.0,108.04482401344202,57.053574707915445
2026-04-13 02:00:00,Sylhet,Moulvibazar,Kamalganj,21.18410045084325,89.6509139693858,0.87771895723742,Low,2.0,0.0,4.0,6.803369374582528,168.9955939168537,178.6473121458093,0.0,81.55091633872904,86.06412773240969
2026-04-13 02:00:00,Sylhet,Moulvibazar,Kamalganj,23.010137964247104,90.9239422569134,0.2948846407355523,Medium,3.0,1.0,4.0,3.31359853700234,166.34077608258983,155.0780052907631,0.0,87.82957421671578,87.06208231226584
2026-04-13 02:00:00,Sylhet,Moulvibazar,Moulvibazar Sadar,23.202418044838385,94.13615037014456,0.0,Medium,3.0,-0.0,4.0,5.53754456701926,191.61152128652813,211.8178818502548,1.0,91.60763914810578,75.56199950555204
2026-04-13 02:00:00,Sylhet,Moulvibazar,Rajnagar,22.73599797681277,80.38032463673936,0.0,Low,2.0,0.0,4.0,2.160472155222574,133.19691062156858,155.26777158908587,0.0,79.58334708345478,81.61425709951807
2026-04-13 02:00:00,Sylhet,Sunamganj,Bishwambarpur,20.974839024745265,91.24286066056548,1.1507305398119037,Medium,1.0,0.0,4.0,0.3138344640414281,154.96422281898558,227.9008546955491,0.0,63.34335735741305,92.40302737949376
2026-04-13 02:00:00,Sylhet,Sunamganj,Chhatak,24.065562221918267,92.51742088417896,0.0,Medium,2.0,0.0,4.0,7.552493557511429,174.1063918736866,155.51726469757332,1.0,100.08996400031413,75.91731475687729
2026-04-13 02:00:00,Sylhet,Sunamganj,Derai,21.83450215121091,89.12730977921773,0.3882336754955231,Low,3.0,0.0,4.0,7.121007541389945,169.54719220802806,274.8464592653256,0.0,49.5929722034677,91.0819196726354
2026-04-13 02:00:00,Sylhet,Sunamganj,Dowarabazar,20.779645465369363,91.76429186600778,0.992695517547962,Low,2.0,-0.0,4.0,2.2410242571359555,140.96901039051863,140.57172401733996,0.0,73.91440157383215,92.14002202306422
2026-04-13 02:00:00,Sylhet,Sunamganj,Shantiganj,21.32043293219541,90.87370732357428,1.1869074820321626,Low,2.0,-0.0,4.0,7.4570715263941905,95.810619024692,94.76777177664034,1.0,98.3534484861176,76.40463695817905
2026-04-13 02:00:00,Sylhet,Sunamganj,Shantiganj,25.721385160696045,76.41553602524127,0.0,Medium,14.0,3.0,5.0,7.029018796667273,214.7153754484582,250.24268367376223,1.0,83.10914819359994,78.68890892678785
2026-04-13 02:00:00,Sylhet,Sunamganj,Sunamganj Sadar,25.163712128346955,79.81666717172733,0.0,Low,5.0,2.0,5.0,3.843342422908981,183.4894891266493,159.5952161190841,0.0,90.69568115435536,83.10163265667896
2026-04-13 02:00:00,Sylhet,Sunamganj,Tahirpur,27.04487344437238,86.69535934728654,0.1762755270637946,Medium,11.0,2.0,4.0,4.876491787516142,232.175234985463,243.2241113651964,0.0,90.41675275650891,94.8921520129673
2026-04-13 02:00:00,Sylhet,Sylhet,Fenchuganj,20.67822983791629,90.0012446844137,0.9619487177419124,Low,2.0,0.0,4.0,7.421639886194315,145.69468251098468,177.22581930252116,1.0,82.51958653414417,76.34373977771776
2026-04-13 02:00:00,Sylhet,Sylhet,Fenchuganj,20.674578415515064,89.97548612212161,0.8676676897305182,Medium,2.0,-0.0,4.0,5.279737984794124,131.95421596049167,129.17886338075658,0.0,79.19298929515168,86.59810663474465
2026-04-13 02:00:00,Sylhet,Sylhet,Fenchuganj,22.21005916187803,79.00175135400951,0.1521214530781734,Medium,3.0,-0.0,4.0,6.713184659335036,202.281694937444,108.7630560518449,3.0,98.75369853767045,72.56318543590878
2026-04-13 02:00:00,Sylhet,Sylhet,Jaintiapur,21.02887556969499,92.12611369686589,0.8053156159247196,Low,3.0,-0.0,4.0,6.701199707344479,171.15846534789029,192.0569809279677,2.0,91.14987581741066,69.81873246426993
2026-04-13 02:00:00,Sylhet,Sylhet,Jaintiapur,20.83648819263425,89.64120690189296,0.9299707933782676,Medium,2.0,0.0,4.0,5.2830993219710205,146.797640168792,95.66121104033654,0.0,101.84049592244271,83.84599004986777
2026-04-13 02:00:00,Sylhet,Sylhet,Zakiganj,22.85206373430944,95.3299752782084,0.0,Low,2.0,-0.0,4.0,1.5287143006217323,192.66517514464928,188.22620353710903,2.0,86.94716532142152,64.97331213667242
2026-04-13 02:00:00,Sylhet,Sylhet,Zakiganj,21.058819076054064,90.27511359860856,1.0766590512597716,Low,2.0,-0.0,4.0,4.287380457193289,126.97452554132336,143.6196058513009,2.0,85.2160407546067,66.99097808323545
2026-04-13 04:00:00,Sylhet,Habiganj,Chunarughat,22.24259068666019,82.13531410117844,0.2003728491985239,Low,5.0,-0.0,4.0,4.550557138940736,149.6921307005577,171.08269158339212,2.0,65.41356535582942,77.42534074395004
2026-04-13 04:00:00,Sylhet,Habiganj,Lakhai,22.63800037910461,90.89160996603412,0.0503977017928757,Medium,4.0,0.0,4.0,10.129440646883708,169.7266796196081,123.42073546028077,1.0,99.24022281577776,77.84598854098748
2026-04-13 04:00:00,Sylhet,Habiganj,Lakhai,24.51801609298488,83.06870833710539,0.199901723669803,Low,9.0,0.0,4.0,6.570138873162546,157.560729628596,170.6997414880346,0.0,110.0,93.40189712883334
2026-04-13 04:00:00,Sylhet,Moulvibazar,Juri,21.882174091605485,87.84261319950991,0.0340424750351534,Low,5.0,2.0,4.0,6.368957206571184,153.80068705750864,207.37547270058687,2.0,67.64214374782301,90.3075640046019
2026-04-13 04:00:00,Sylhet,Moulvibazar,Juri,19.693410520721887,90.52674567926306,0.3464721792738074,Low,3.0,-0.0,4.0,2.10272775433951,125.42465441492116,101.07553552396384,0.0,88.58747907824011,91.89932398049169
2026-04-13 04:00:00,Sylhet,Moulvibazar,Kamalganj,22.68292674213861,89.533041697369,0.0,Medium,4.0,0.0,4.0,3.4172417579454866,164.03587106486296,92.24878485280745,0.0,100.5329291723362,75.25166744125787
2026-04-13 04:00:00,Sylhet,Moulvibazar,Kulaura,21.67081693057939,83.72680193372588,0.1974390305735504,Low,4.0,0.0,4.0,6.816011136262574,155.27774493975,233.6351195489952,0.0,56.31983950017458,100.0
2026-04-13 04:00:00,Sylhet,Moulvibazar,Kulaura,21.76190558118794,81.39758329626981,0.1176756367021765,Low,4.0,0.0,4.0,2.925322149884408,92.98901632221389,104.11442837180796,0.0,66.49721343703729,88.77032237637528
2026-04-13 04:00:00,Sylhet,Moulvibazar,Kulaura,20.495025690572188,93.08845706350606,0.2023201604581363,Low,4.0,0.0,4.0,5.582358187644107,187.7772013595281,172.29973705552686,1.0,71.98515708685083,80.71952554508286
2026-04-13 04:00:00,Sylhet,Moulvibazar,Moulvibazar Sadar,21.67160253249824,79.96363106160923,0.0,Low,3.0,-0.0,4.0,4.7540605260915845,153.20419143324727,171.3213203027903,0.0,90.47850430274218,89.75997009324531
2026-04-13 04:00:00,Sylhet,Moulvibazar,Rajnagar,20.11747833439866,92.39972343063182,0.2657718480239276,Medium,4.0,-0.0,4.0,3.356685428446774,157.16392403978205,40.74469143764906,0.0,105.77707954461096,61.05680721790888
2026-04-13 04:00:00,Sylhet,Moulvibazar,Sreemangal,21.26855103949089,95.14589435561682,0.2162910316631136,Medium,4.0,-0.0,4.0,8.292492280413631,149.03035546640984,155.76703785775655,1.0,96.90856299298116,73.48352640329644
2026-04-13 04:00:00,Sylhet,Moulvibazar,Sreemangal,25.251821557850047,85.37030919876214,0.0208810269862776,Medium,13.0,0.0,5.0,2.852707450164759,258.890733025914,260.1734090456192,0.0,89.82721879067175,75.0078950855794
2026-04-13 04:00:00,Sylhet,Moulvibazar,Sreemangal,22.87168700957841,88.39802224362009,0.1209562925042604,Low,4.0,0.0,4.0,9.055119617110796,182.88114711035485,169.76796148628844,0.0,100.40533814170864,77.68120192474211
2026-04-13 04:00:00,Sylhet,Sunamganj,Bishwambarpur,22.84193638425167,90.45397922267058,0.0745030705562885,Low,4.0,0.0,4.0,2.005893364878168,149.3418040002709,125.54403697895955,0.0,93.33936039605868,84.17004421952099
2026-04-13 04:00:00,Sylhet,Sunamganj,Dharmapasha,20.3480825384555,94.2123268613892,0.199532294579125,Medium,4.0,1.0,4.0,6.076215649127772,150.19885490394503,116.11854723370188,1.0,91.48564940119071,71.8928541415712
2026-04-13 04:00:00,Sylhet,Sunamganj,Dowarabazar,21.153667886299427,96.99743998302064,0.4533961995748038,Low,4.0,0.0,4.0,4.882587825763431,107.03542220062658,163.7597736412702,0.0,51.35739137567112,93.89432076269634
2026-04-13 04:00:00,Sylhet,Sunamganj,Jagannathpur,21.413984908962053,84.33800822386631,0.1678772042174126,Medium,5.0,-0.0,4.0,6.532483037922851,136.0151804443848,143.6851815718014,0.0,87.97892007093866,81.53448375637885
2026-04-13 04:00:00,Sylhet,Sunamganj,Madhyanagar,19.978368297029164,94.46733218579824,0.2963603098308107,Low,3.0,-0.0,4.0,5.19361173066347,133.60899197162706,194.38646965802897,1.0,65.49182174172114,75.73207070254428
2026-04-13 04:00:00,Sylhet,Sylhet,Beanibazar,21.71736023828422,79.85952112564541,0.0,Low,4.0,-0.0,4.0,5.635671157463751,134.42010673166428,139.35305323554587,0.0,81.15453521815007,89.34444532750283
2026-04-13 04:00:00,Sylhet,Sylhet,Bishwanath,20.306857314622267,92.96798348133976,0.4208939603577282,Low,4.0,-0.0,4.0,8.312576776818544,93.53408143406924,164.88866007999775,0.0,33.35290826539186,99.83031090664892
2026-04-13 04:00:00,Sylhet,Sylhet,Bishwanath,20.21996585752116,92.78949662682652,0.2407352229171492,Low,4.0,-0.0,4.0,0.2589611948784658,137.66356128702247,122.00049922810798,1.0,99.2624070758065,74.65228939113938
2026-04-13 04:00:00,Sylhet,Sylhet,Dakshin Surma,22.0206766294902,83.63557560046547,0.0254369496894498,Low,4.0,-0.0,4.0,7.271753081443196,146.17844361426918,177.6312201212063,1.0,82.05302009807478,87.07191349328947
2026-04-13 04:00:00,Sylhet,Sylhet,Dakshin Surma,19.884284911783297,91.69952887810196,0.5390189384311611,Medium,4.0,-0.0,4.0,8.944253398072672,174.1189999774191,166.24281279752856,0.0,100.4004820219853,75.28464033076838
2026-04-13 04:00:00,Sylhet,Sylhet,Gowainghat,20.23999638777812,92.94189276136666,0.032662608057716,Medium,3.0,0.0,4.0,9.101586401573712,157.2087737182307,95.8909381464446,1.0,100.89936572092007,69.49810934077964
2026-04-13 04:00:00,Sylhet,Sylhet,Jaintiapur,22.766835277302693,86.69249186815544,0.128335643501651,Low,9.0,0.0,4.0,4.367743392858319,169.00940115489016,178.2977442535606,0.0,78.51288725531646,85.17149105968512
2026-04-13 04:00:00,Sylhet,Sylhet,Kanaighat,21.96292772389996,94.59080252805666,3.1331555981607706,Medium,8.0,1.0,4.0,6.884985999235609,149.8835755560741,153.0080248247066,1.0,90.78951314600836,79.0200851801152
2026-04-13 04:00:00,Sylhet,Sylhet,Osmani Nagar,19.82142531842097,93.0256055008264,0.4143150856936057,Low,4.0,0.0,4.0,7.066251345352336,103.66173000628912,183.8152091724288,1.0,59.525592173844494,88.6694325549919
2026-04-13 06:00:00,Sylhet,Habiganj,Baniachong,20.46316744159068,94.2586203540354,0.5658487734816906,Low,6.0,0.0,4.0,1.8517961233466609,114.83858159008896,120.54620088574254,0.0,101.3085310930865,82.5938749509408
2026-04-13 06:00:00,Sylhet,Habiganj,Baniachong,21.00239685387704,93.5093577197439,0.0,Low,6.0,0.0,4.0,5.604691975049627,143.28262148095266,99.34923599172517,0.0,99.10975002410736,84.2321078458685
2026-04-13 06:00:00,Sylhet,Habiganj,Habiganj Sadar,20.81164988435658,91.05325140526992,0.0207923949901695,Medium,6.0,-0.0,4.0,5.0892487864356735,197.93365009940743,166.19608274344156,2.0,74.22252633297231,79.62563142652577
2026-04-13 06:00:00,Sylhet,Habiganj,Nabiganj,24.484792765535563,99.55773669477404,0.2460522313135545,Low,6.0,0.0,4.0,3.947331110559537,157.05942148028697,213.54348327861496,1.0,71.17527457554365,90.7971450075874
2026-04-13 06:00:00,Sylhet,Habiganj,Shayestaganj,19.990687666690462,96.07914369844542,0.7238986436422574,Medium,6.0,0.0,4.0,0.0173074561013035,171.79113907911474,75.92977386523293,0.0,98.02492916756005,81.39631459240447
2026-04-13 06:00:00,Sylhet,Moulvibazar,Barlekha,24.67979556905969,99.99666116521924,0.133338379855226,Low,6.0,0.0,4.0,12.230814540436487,189.5940105767129,232.61228470226928,0.0,75.93129114078518,98.9243022235128
2026-04-13 06:00:00,Sylhet,Moulvibazar,Kulaura,20.809477174109468,91.46686897379308,0.2277673326205027,Medium,6.0,0.0,4.0,1.578629603347744,200.53510591354967,160.32255329011272,2.0,98.8055503047688,64.26350717101836
2026-04-13 06:00:00,Sylhet,Sunamganj,Bishwambarpur,21.365471860544904,91.13935118086142,0.0,Low,6.0,0.0,4.0,7.728658304097609,151.41233433284404,182.3038029496419,0.0,91.36971513002568,90.26101551900987
2026-04-13 06:00:00,Sylhet,Sunamganj,Bishwambarpur,22.87393852887787,85.12237145044027,0.2668149100782772,Medium,9.0,1.0,4.0,7.201798817677,200.82743082529507,134.30913476372478,0.0,98.10041187599953,72.54753141950222
2026-04-13 06:00:00,Sylhet,Sunamganj,Chhatak,24.476038198559635,99.29333601214086,0.0,Low,6.0,-0.0,4.0,7.994124838756559,176.5957805654448,189.5572295059828,1.0,110.0,89.73175518366286
2026-04-13 06:00:00,Sylhet,Sunamganj,Jagannathpur,20.5107665940854,93.39463613627646,0.0,Medium,7.0,0.0,4.0,6.116679038032176,143.9220338931474,123.69243017442774,1.0,99.75164552040737,69.17003401580867
2026-04-13 06:00:00,Sylhet,Sunamganj,Jagannathpur,21.22351617243177,91.19647679859249,0.051550632153072,Low,6.0,-0.0,4.0,3.5147586912840456,101.96198677464628,159.2868342634555,0.0,56.889514259846,100.0
2026-04-13 06:00:00,Sylhet,Sunamganj,Jamalganj,19.677027499517905,92.2379074617745,0.6079377502401683,Medium,6.0,-0.0,4.0,10.055805666011969,205.9476025175644,250.21240576880413,1.0,99.96798167089696,70.81011133717399
2026-04-13 06:00:00,Sylhet,Sunamganj,Jamalganj,21.38877736211743,93.22043700079448,0.0468401188581533,Medium,6.0,-0.0,4.0,4.278264596110097,119.916455285879,139.8067115115419,1.0,85.92299658288728,75.1199360592255
2026-04-13 06:00:00,Sylhet,Sunamganj,Jamalganj,21.453335774229867,92.76613255420456,0.0655057265281675,Low,6.0,-0.0,4.0,0.1166997440928716,126.12256322199228,139.14959354968747,0.0,86.78416146431378,82.81230479516506
2026-04-13 06:00:00,Sylhet,Sunamganj,Sulla,26.57422318219176,70.32628994190458,0.0145100653403645,Medium,10.0,2.0,4.0,6.134132632741342,194.6998017620653,152.50210626832796,1.0,87.20023542473923,79.97939229963913
2026-04-13 06:00:00,Sylhet,Sunamganj,Sunamganj Sadar,24.13585297754439,85.75574660483248,0.0,High,9.0,1.0,4.0,8.827300304779735,218.0530868348231,135.0087607003097,1.0,108.1662771316212,60.89423342628449
2026-04-13 06:00:00,Sylhet,Sunamganj,Tahirpur,20.475491091178583,95.30309851054396,0.0,Medium,15.0,2.0,5.0,9.029548109218632,208.8347403930896,185.55017451840868,1.0,89.1351982793909,81.95899032665466
2026-04-13 06:00:00,Sylhet,Sylhet,Beanibazar,20.28000579223173,90.987325265357,0.3842481298717806,Medium,6.0,0.0,4.0,10.828409605470004,249.2304956261586,269.80811848443454,2.0,88.24047499835206,68.36096664993612
2026-04-13 06:00:00,Sylhet,Sylhet,Fenchuganj,21.87133663767036,90.20032525201198,0.0,Medium,11.0,1.0,4.0,6.744097992099047,175.2443904595318,179.50134716350598,1.0,95.45213616958527,78.38361373433409
2026-04-13 06:00:00,Sylhet,Sylhet,Jaintiapur,20.61446751576324,94.0249099107892,0.0538582693585098,Low,5.0,-0.0,4.0,1.6131031237287656,120.69114532232491,116.74231633165115,1.0,90.23336845729068,70.99033107675456
2026-04-13 06:00:00,Sylhet,Sylhet,Zakiganj,21.2125778011437,92.12759145176476,0.0,Low,6.0,-0.0,4.0,3.36371295065995,139.61833986961943,190.5764002330204,0.0,73.16172586540551,100.0
2026-04-13 06:00:00,Sylhet,Sylhet,Zakiganj,25.41505494838723,89.50209125103005,0.8939665588883592,Medium,9.0,0.0,5.0,9.340731638040904,227.9842934007868,174.93540331513094,0.0,99.21610934671207,76.83334121761459
2026-04-13 06:00:00,Sylhet,Sylhet,Zakiganj,25.33914320179869,92.91794097145124,0.0,Low,13.0,1.0,4.0,5.6798775884555015,211.10106583669707,207.2583499033317,1.0,94.08252067896186,70.86921992134297
2026-04-13 08:00:00,Sylhet,Habiganj,Ajmiriganj,21.817396200891345,83.88478581983331,0.0,Medium,8.0,0.0,4.0,2.2382072381890104,181.0091327816967,134.77174356589964,3.0,100.01977202082011,86.17260240550239
2026-04-13 08:00:00,Sylhet,Habiganj,Ajmiriganj,22.335642519102407,91.5312314039168,0.2371627952117182,Low,8.0,0.0,4.0,12.32445131867555,163.99207008643597,182.245941603538,0.0,75.2677995504493,94.82350519441272
2026-04-13 08:00:00,Sylhet,Habiganj,Ajmiriganj,20.475800142312448,96.11025681215176,0.2236080852107355,Medium,8.0,0.0,4.0,7.543142093493479,114.70195195825438,119.807681445555,1.0,83.36412756552018,73.91143978508944
2026-04-13 08:00:00,Sylhet,Habiganj,Baniachong,21.86327867067309,91.18725629964618,0.1566303240745182,Medium,8.0,0.0,4.0,5.143347303742419,141.1139599589406,141.61238611820633,2.0,94.0900778579519,62.90882846665281
2026-04-13 08:00:00,Sylhet,Habiganj,Baniachong,24.486953230505343,87.6432207650631,0.1243689940684338,High,13.0,3.0,4.0,4.432252899147825,205.79404196325345,185.9938837747632,2.0,100.59741689892984,68.37777481822086
2026-04-13 08:00:00,Sylhet,Habiganj,Lakhai,21.36738224372421,96.51185257860662,0.4263263125624937,Low,8.0,-0.0,4.0,6.327542120208779,115.61492153734083,131.71837356188158,0.0,94.45187585454174,100.0
2026-04-13 08:00:00,Sylhet,Habiganj,Lakhai,21.82527065642596,85.36635486945372,0.0,Medium,8.0,-0.0,4.0,2.065870791977879,173.25553745717522,140.02346695890904,0.0,100.3464350328605,79.51042896731774
2026-04-13 08:00:00,Sylhet,Habiganj,Madhabpur,21.72104105567729,85.77136197520831,0.0,Low,8.0,0.0,4.0,8.33849146225829,125.60636850077918,159.33949996176807,0.0,81.20223505237462,87.21110328266592
